source_row,province_code,province_name,canton_code,canton_name,parish_code,parish_name,parish_classification,is_active
869,18,TUNGURAHUA,1801,AMBATO,180162,QUISAPINCHA,rural,True
870,18,TUNGURAHUA,1801,AMBATO,180163,SAN BARTOLOMÉ DE PINLLO,rural,True
871,18,TUNGURAHUA,1801,AMBATO,180164,SAN FERNANDO,rural,True
872,18,TUNGURAHUA,1801,AMBATO,180165,SANTA ROSA,rural,True
873,18,TUNGURAHUA,1801,AMBATO,180166,TOTORAS,rural,True
874,18,TUNGURAHUA,1801,AMBATO,180167,CUNCHIBAMBA,rural,True
875,18,TUNGURAHUA,1801,AMBATO,180168,UNAMUNCHO,rural,True
876,18,TUNGURAHUA,1802,BAÑOS DE AGUA SANTA,180250,BAÑOS,cabecera_cantonal,True
877,18,TUNGURAHUA,1802,BAÑOS DE AGUA SANTA,180251,LLIGUA,rural,True
878,18,TUNGURAHUA,1802,BAÑOS DE AGUA SANTA,180252,RÍO NEGRO,rural,True
879,18,TUNGURAHUA,1802,BAÑOS DE AGUA SANTA,180253,RÍO VERDE,rural,True
880,18,TUNGURAHUA,1802,BAÑOS DE AGUA SANTA,180254,ULBA,rural,True
881,18,TUNGURAHUA,1803,CEVALLOS,180350,CEVALLOS,cabecera_cantonal,True
882,18,TUNGURAHUA,1804,MOCHA,180450,MOCHA,cabecera_cantonal,True
883,18,TUNGURAHUA,1804,MOCHA,180451,PINGUILÍ,rural,True
884,18,TUNGURAHUA,1805,PATATE,180550,PATATE,cabecera_cantonal,True
885,18,TUNGURAHUA,1805,PATATE,180551,EL TRIUNFO,rural,True
886,18,TUNGURAHUA,1805,PATATE,180552,LOS ANDES,rural,True
887,18,TUNGURAHUA,1805,PATATE,180553,SUCRE,rural,True
888,18,TUNGURAHUA,1806,QUERO,180650,QUERO,cabecera_cantonal,True
889,18,TUNGURAHUA,1806,QUERO,180651,RUMIPAMBA,rural,True
890,18,TUNGURAHUA,1806,QUERO,180652,YANAYACU MOCHAPATA,rural,True
891,18,TUNGURAHUA,1807,SAN PEDRO DE PELILEO,180750,PELILEO,cabecera_cantonal,True
892,18,TUNGURAHUA,1807,SAN PEDRO DE PELILEO,180751,BENÍTEZ,rural,True
893,18,TUNGURAHUA,1807,SAN PEDRO DE PELILEO,180752,BOLÍVAR,rural,True
894,18,TUNGURAHUA,1807,SAN PEDRO DE PELILEO,180753,COTALÓ,rural,True
895,18,TUNGURAHUA,1807,SAN PEDRO DE PELILEO,180754,CHIQUICHA,rural,True
896,18,TUNGURAHUA,1807,SAN PEDRO DE PELILEO,180755,EL ROSARIO,rural,True
897,18,TUNGURAHUA,1807,SAN PEDRO DE PELILEO,180756,GARCÍA MORENO,rural,True
898,18,TUNGURAHUA,1807,SAN PEDRO DE PELILEO,180757,GUAMBALÓ,rural,True
899,18,TUNGURAHUA,1807,SAN PEDRO DE PELILEO,180758,SALASACA,rural,True
900,18,TUNGURAHUA,1808,SANTIAGO DE PÍLLARO,180850,PÍLLARO,cabecera_cantonal,True
901,18,TUNGURAHUA,1808,SANTIAGO DE PÍLLARO,180851,BAQUERIZO MORENO,rural,True
902,18,TUNGURAHUA,1808,SANTIAGO DE PÍLLARO,180852,EMILIO MARÍA TERÁN,rural,True
903,18,TUNGURAHUA,1808,SANTIAGO DE PÍLLARO,180853,MARCOS ESPINEL,rural,True
904,18,TUNGURAHUA,1808,SANTIAGO DE PÍLLARO,180854,PRESIDENTE URBINA,rural,True
905,18,TUNGURAHUA,1808,SANTIAGO DE PÍLLARO,180855,SAN ANDRÉS,rural,True
906,18,TUNGURAHUA,1808,SANTIAGO DE PÍLLARO,180856,SAN JOSÉ DE POALÓ,rural,True
907,18,TUNGURAHUA,1808,SANTIAGO DE PÍLLARO,180857,SAN MIGUELITO,rural,True
908,18,TUNGURAHUA,1809,TISALEO,180950,TISALEO,cabecera_cantonal,True
909,18,TUNGURAHUA,1809,TISALEO,180951,QUINCHICOTO,rural,True
910,19,ZAMORA CHINCHIPE,1901,ZAMORA,190150,ZAMORA,cabecera_cantonal,True
911,19,ZAMORA CHINCHIPE,1901,ZAMORA,190151,CUMBARATZA,rural,True
912,19,ZAMORA CHINCHIPE,1901,ZAMORA,190152,GUADALUPE,rural,True
913,19,ZAMORA CHINCHIPE,1901,ZAMORA,190153,IMBANA,rural,True
914,19,ZAMORA CHINCHIPE,1901,ZAMORA,190155,SABANILLA,rural,True
915,19,ZAMORA CHINCHIPE,1901,ZAMORA,190156,TIMBARA,rural,True
916,19,ZAMORA CHINCHIPE,1901,ZAMORA,190158,SAN CARLOS DE LAS MINAS,rural,True
917,19,ZAMORA CHINCHIPE,1902,CHINCHIPE,190250,ZUMBA,cabecera_cantonal,True
918,19,ZAMORA CHINCHIPE,1902,CHINCHIPE,190251,CHITO,rural,True
919,19,ZAMORA CHINCHIPE,1902,CHINCHIPE,190252,EL CHORRO,rural,True
920,19,ZAMORA CHINCHIPE,1902,CHINCHIPE,190254,LA CHONTA,rural,True
921,19,ZAMORA CHINCHIPE,1902,CHINCHIPE,190256,PUCAPAMBA,rural,True
922,19,ZAMORA CHINCHIPE,1902,CHINCHIPE,190259,SAN ANDRÉS,rural,True
923,19,ZAMORA CHINCHIPE,1903,NANGARITZA,190350,GUAYZIMI,cabecera_cantonal,True
924,19,ZAMORA CHINCHIPE,1903,NANGARITZA,190351,ZURMI,rural,True
925,19,ZAMORA CHINCHIPE,1903,NANGARITZA,190352,NUEVO PARAÍSO,rural,True
926,19,ZAMORA CHINCHIPE,1903,NANGARITZA,190353,NANKAIS,rural,True
927,19,ZAMORA CHINCHIPE,1904,YACUAMBI,190450,28 DE MAYO,cabecera_cantonal,True
928,19,ZAMORA CHINCHIPE,1904,YACUAMBI,190451,LA PAZ,rural,True
929,19,ZAMORA CHINCHIPE,1904,YACUAMBI,190452,TUTUPALI,rural,True
930,19,ZAMORA CHINCHIPE,1905,YANTZAZA,190550,YANTZAZA,cabecera_cantonal,True
931,19,ZAMORA CHINCHIPE,1905,YANTZAZA,190551,CHICAÑA,rural,True
932,19,ZAMORA CHINCHIPE,1905,YANTZAZA,190553,LOS ENCUENTROS,rural,True
933,19,ZAMORA CHINCHIPE,1906,EL PANGUI,190650,EL PANGUI,cabecera_cantonal,True
934,19,ZAMORA CHINCHIPE,1906,EL PANGUI,190651,EL GUISME,rural,True
935,19,ZAMORA CHINCHIPE,1906,EL PANGUI,190652,PACHICUTZA,rural,True
936,19,ZAMORA CHINCHIPE,1906,EL PANGUI,190653,TUNDAYME,rural,True
937,19,ZAMORA CHINCHIPE,1907,CENTINELA DEL CÓNDOR,190750,ZUMBI,cabecera_cantonal,True
938,19,ZAMORA CHINCHIPE,1907,CENTINELA DEL CÓNDOR,190752,TRIUNFO DORADO,rural,True
939,19,ZAMORA CHINCHIPE,1907,CENTINELA DEL CÓNDOR,190753,PANGUINTZA,rural,True
940,19,ZAMORA CHINCHIPE,1908,PALANDA,190850,PALANDA,cabecera_cantonal,True
941,19,ZAMORA CHINCHIPE,1908,PALANDA,190851,EL PORVENIR DEL CARMEN,rural,True
942,19,ZAMORA CHINCHIPE,1908,PALANDA,190852,SAN FRANCISCO DEL VERGEL,rural,True
943,19,ZAMORA CHINCHIPE,1908,PALANDA,190853,VALLADOLID,rural,True
944,19,ZAMORA CHINCHIPE,1908,PALANDA,190854,LA CANELA,rural,True
945,19,ZAMORA CHINCHIPE,1909,PAQUISHA,190950,PAQUISHA,cabecera_cantonal,True
946,19,ZAMORA CHINCHIPE,1909,PAQUISHA,190951,BELLAVISTA,rural,True
947,19,ZAMORA CHINCHIPE,1909,PAQUISHA,190952,NUEVO QUITO,rural,True
948,20,GALÁPAGOS,2001,SAN CRISTÓBAL,200150,PUERTO BAQUERIZO MORENO,cabecera_cantonal,True
949,20,GALÁPAGOS,2001,SAN CRISTÓBAL,200151,EL PROGRESO,rural,True
950,20,GALÁPAGOS,2001,SAN CRISTÓBAL,200152,ISLA SANTA MARÍA FLOREANA,rural,True
951,20,GALÁPAGOS,2002,ISABELA,200250,PUERTO VILLAMIL,cabecera_cantonal,True
952,20,GALÁPAGOS,2002,ISABELA,200251,TOMÁS DE BERLANGA,rural,True
953,20,GALÁPAGOS,2003,SANTA CRUZ,200350,PUERTO AYORA,cabecera_cantonal,True
954,20,GALÁPAGOS,2003,SANTA CRUZ,200351,BELLA VISTA,rural,True
955,20,GALÁPAGOS,2003,SANTA CRUZ,200352,SANTA ROSA,rural,True
956,21,SUCUMBÍOS,2101,LAGO AGRIO,210150,NUEVA LOJA,cabecera_cantonal,True
957,21,SUCUMBÍOS,2101,LAGO AGRIO,210152,DURENO,rural,True
958,21,SUCUMBÍOS,2101,LAGO AGRIO,210153,GENERAL FARFÁN,rural,True
959,21,SUCUMBÍOS,2101,LAGO AGRIO,210155,EL ENO,rural,True
960,21,SUCUMBÍOS,2101,LAGO AGRIO,210156,PACAYACU,rural,True
961,21,SUCUMBÍOS,2101,LAGO AGRIO,210157,JAMBELÍ,rural,True
962,21,SUCUMBÍOS,2101,LAGO AGRIO,210158,SANTA CECILIA,rural,True
963,21,SUCUMBÍOS,2101,LAGO AGRIO,210160,10 DE AGOSTO,rural,True
964,21,SUCUMBÍOS,2102,GONZALO PIZARRO,210250,LUMBAQUÍ,cabecera_cantonal,True
965,21,SUCUMBÍOS,2102,GONZALO PIZARRO,210251,EL REVENTADOR,rural,True
966,21,SUCUMBÍOS,2102,GONZALO PIZARRO,210252,GONZALO PIZARRO,rural,True
967,21,SUCUMBÍOS,2102,GONZALO PIZARRO,210254,PUERTO LIBRE,rural,True
968,21,SUCUMBÍOS,2103,PUTUMAYO,210350,PUERTO EL CARMEN DE PUTUMAYO,cabecera_cantonal,True
969,21,SUCUMBÍOS,2103,PUTUMAYO,210351,PALMA ROJA,rural,True
970,21,SUCUMBÍOS,2103,PUTUMAYO,210352,PUERTO BOLÍVAR,rural,True
971,21,SUCUMBÍOS,2103,PUTUMAYO,210353,PUERTO RODRÍGUEZ,rural,True
972,21,SUCUMBÍOS,2103,PUTUMAYO,210354,SANTA ELENA,rural,True
973,21,SUCUMBÍOS,2103,PUTUMAYO,210355,SANSAHUARI,rural,True
974,21,SUCUMBÍOS,2104,SHUSHUFINDI,210450,SHUSHUFINDI,cabecera_cantonal,True
975,21,SUCUMBÍOS,2104,SHUSHUFINDI,210451,LIMONCOCHA,rural,True
976,21,SUCUMBÍOS,2104,SHUSHUFINDI,210452,PAÑACOCHA,rural,True
977,21,SUCUMBÍOS,2104,SHUSHUFINDI,210453,SAN ROQUE,rural,True
978,21,SUCUMBÍOS,2104,SHUSHUFINDI,210454,SAN PEDRO DE LOS COFÁNES,rural,True
979,21,SUCUMBÍOS,2104,SHUSHUFINDI,210455,SIETE DE JULIO,rural,True
980,21,SUCUMBÍOS,2104,SHUSHUFINDI,210456,LA MAGDALENA,rural,True
981,21,SUCUMBÍOS,2104,SHUSHUFINDI,210457,LA PRIMAVERA,rural,True
982,21,SUCUMBÍOS,2105,SUCUMBÍOS,210550,LA BONITA,cabecera_cantonal,True
983,21,SUCUMBÍOS,2105,SUCUMBÍOS,210551,EL PLAYÓN DE SAN FRANCISCO,rural,True
984,21,SUCUMBÍOS,2105,SUCUMBÍOS,210552,LA SOFÍA,rural,True
985,21,SUCUMBÍOS,2105,SUCUMBÍOS,210553,ROSA FLORIDA,rural,True
986,21,SUCUMBÍOS,2105,SUCUMBÍOS,210554,SANTA BÁRBARA,rural,True
987,21,SUCUMBÍOS,2106,CASCALES,210650,EL DORADO DE CASCALES,cabecera_cantonal,True
988,21,SUCUMBÍOS,2106,CASCALES,210651,SANTA ROSA DE SUCUMBÍOS,rural,True
989,21,SUCUMBÍOS,2106,CASCALES,210652,SEVILLA,rural,True
990,21,SUCUMBÍOS,2106,CASCALES,210653,NUEVA TRONCAL,rural,True
991,21,SUCUMBÍOS,2107,CUYABENO,210750,TARAPOA,cabecera_cantonal,True
992,21,SUCUMBÍOS,2107,CUYABENO,210751,CUYABENO,rural,True
993,21,SUCUMBÍOS,2107,CUYABENO,210752,AGUAS NEGRAS,rural,True
994,22,ORELLANA,2201,FRANCISCO DE ORELLANA,220150,EL COCA,cabecera_cantonal,True
995,22,ORELLANA,2201,FRANCISCO DE ORELLANA,220151,DAYUMA,rural,True
996,22,ORELLANA,2201,FRANCISCO DE ORELLANA,220152,TARACOA,rural,True
997,22,ORELLANA,2201,FRANCISCO DE ORELLANA,220153,ALEJANDRO LABAKA,rural,True
998,22,ORELLANA,2201,FRANCISCO DE ORELLANA,220154,EL DORADO,rural,True
999,22,ORELLANA,2201,FRANCISCO DE ORELLANA,220155,EL EDÉN,rural,True
1000,22,ORELLANA,2201,FRANCISCO DE ORELLANA,220156,GARCÍA MORENO,rural,True
1001,22,ORELLANA,2201,FRANCISCO DE ORELLANA,220157,INÉS ARANGO,rural,True
1002,22,ORELLANA,2201,FRANCISCO DE ORELLANA,220158,LA BELLEZA,rural,True
1003,22,ORELLANA,2201,FRANCISCO DE ORELLANA,220159,NUEVO PARAÍSO,rural,True
1004,22,ORELLANA,2201,FRANCISCO DE ORELLANA,220160,SAN JOSÉ DE GUAYUSA,rural,True
1005,22,ORELLANA,2201,FRANCISCO DE ORELLANA,220161,SAN LUIS DE ARMENIA,rural,True
1006,22,ORELLANA,2202,AGUARICO,220250,NUEVO ROCAFUERTE,cabecera_cantonal,True
1007,22,ORELLANA,2202,AGUARICO,220251,CAPITÁN AUGUSTO RIVADENEYRA,rural,True
1008,22,ORELLANA,2202,AGUARICO,220252,CONONACO,rural,True
1009,22,ORELLANA,2202,AGUARICO,220253,SANTA MARÍA DE HUIRIRIMA,rural,True
1010,22,ORELLANA,2202,AGUARICO,220255,YASUNÍ,rural,True
1011,22,ORELLANA,2203,LA JOYA DE LOS SACHAS,220350,LA JOYA DE LOS SACHAS,cabecera_cantonal,True
1012,22,ORELLANA,2203,LA JOYA DE LOS SACHAS,220351,ENOKANQUI,rural,True
1013,22,ORELLANA,2203,LA JOYA DE LOS SACHAS,220352,POMPEYA,rural,True
1014,22,ORELLANA,2203,LA JOYA DE LOS SACHAS,220353,SAN CARLOS,rural,True
1015,22,ORELLANA,2203,LA JOYA DE LOS SACHAS,220354,SAN SEBASTIÁN DEL COCA,rural,True
1016,22,ORELLANA,2203,LA JOYA DE LOS SACHAS,220355,LAGO SAN PEDRO,rural,True
1017,22,ORELLANA,2203,LA JOYA DE LOS SACHAS,220356,RUMIPAMBA,rural,True
1018,22,ORELLANA,2203,LA JOYA DE LOS SACHAS,220357,TRES DE NOVIEMBRE,rural,True
1019,22,ORELLANA,2203,LA JOYA DE LOS SACHAS,220358,UNIÓN MILAGREÑA,rural,True
1020,22,ORELLANA,2204,LORETO,220450,LORETO,cabecera_cantonal,True
1021,22,ORELLANA,2204,LORETO,220451,ÁVILA,rural,True
1022,22,ORELLANA,2204,LORETO,220452,PUERTO MURIALDO,rural,True
1023,22,ORELLANA,2204,LORETO,220453,SAN JOSÉ DE PAYAMINO,rural,True
1024,22,ORELLANA,2204,LORETO,220454,SAN JOSÉ DE DAHUANO,rural,True
1025,22,ORELLANA,2204,LORETO,220455,SAN VICENTE DE HUATICOCHA,rural,True
1026,23,SANTO DOMINGO DE LOS TSÁCHILAS,2301,SANTO DOMINGO,230150,SANTO DOMINGO DE LOS COLORADOS,cabecera_cantonal,True
1027,23,SANTO DOMINGO DE LOS TSÁCHILAS,2301,SANTO DOMINGO,230151,ALLURIQUÍN,rural,True
1028,23,SANTO DOMINGO DE LOS TSÁCHILAS,2301,SANTO DOMINGO,230152,PUERTO LIMÓN,rural,True
1029,23,SANTO DOMINGO DE LOS TSÁCHILAS,2301,SANTO DOMINGO,230153,LUZ DE AMÉRICA,rural,True
1030,23,SANTO DOMINGO DE LOS TSÁCHILAS,2301,SANTO DOMINGO,230154,SAN JACINTO DEL BÚA,rural,True
1031,23,SANTO DOMINGO DE LOS TSÁCHILAS,2301,SANTO DOMINGO,230155,VALLE HERMOSO,rural,True
1032,23,SANTO DOMINGO DE LOS TSÁCHILAS,2301,SANTO DOMINGO,230156,EL ESFUERZO,rural,True
1033,23,SANTO DOMINGO DE LOS TSÁCHILAS,2301,SANTO DOMINGO,230157,SANTA MARÍA DEL TOACHI,rural,True
1034,23,SANTO DOMINGO DE LOS TSÁCHILAS,2302,LA CONCORDIA,230250,LA CONCORDIA,cabecera_cantonal,True
1035,23,SANTO DOMINGO DE LOS TSÁCHILAS,2302,LA CONCORDIA,230251,MONTERREY,rural,True
1036,23,SANTO DOMINGO DE LOS TSÁCHILAS,2302,LA CONCORDIA,230252,LA VILLEGAS,rural,True
1037,23,SANTO DOMINGO DE LOS TSÁCHILAS,2302,LA CONCORDIA,230253,PLAN PILOTO,rural,True
1038,24,SANTA ELENA,2401,SANTA ELENA,240150,SANTA ELENA,cabecera_cantonal,True
1039,24,SANTA ELENA,2401,SANTA ELENA,240151,ATAHUALPA,rural,True
1040,24,SANTA ELENA,2401,SANTA ELENA,240152,COLONCHE,rural,True
1041,24,SANTA ELENA,2401,SANTA ELENA,240153,CHANDUY,rural,True
1042,24,SANTA ELENA,2401,SANTA ELENA,240154,MANGLARALTO,rural,True
1043,24,SANTA ELENA,2401,SANTA ELENA,240155,SIMÓN BOLÍVAR,rural,True
1044,24,SANTA ELENA,2401,SANTA ELENA,240156,SAN JOSÉ DE ANCÓN,rural,True
1045,24,SANTA ELENA,2402,LA LIBERTAD,240250,LA LIBERTAD,cabecera_cantonal,True
1046,24,SANTA ELENA,2403,SALINAS,240350,SALINAS,cabecera_cantonal,True
1047,24,SANTA ELENA,2403,SALINAS,240351,ANCONCITO,rural,True
1048,24,SANTA ELENA,2403,SALINAS,240352,JOSÉ LUIS TAMAYO,rural,True
1049,90,ZONA EN ESTUDIO,9006,JUVAL,900651,JUVAL (CAÑAR-CHIMBORAZO),rural,False
1050,90,ZONA EN ESTUDIO,9009,MORONA,900951,SINAÍ-CUCHAENTZA,rural,False
